Country,Season,Islander,Age,Hometown,Day Entered,Day Left,Status
AU,4,Jessica Losurdo,26,Sydney,Day 1,Dumped (Day 29),
AU,4,Mitch Hibberd,25,Melbourne,Day 19,Dumped (Day 28),
AU,4,Tina Provis,26,Sydney,Day 20,Dumped (Day 28),
AU,4,Hugh Wilcox[b],25,Melbourne,Day 23,Dumped (Day 27),
AU,4,Stella Hutcheon,24,Brisbane,Day 1,Dumped (Day 27),
AU,4,Jordan Dowsett,25,Gold Coast,Day 1,Dumped (Day 26),
AU,4,Phoebe Han,22,Brisbane,Day 12,Dumped (Day 24),
AU,4,Tak Chipangura,23,Brisbane,Day 2,Dumped (Day 22),
AU,4,Maddy Gillbanks,26,Perth,Day 6,Dumped (Day 21),
AU,4,Jason Shtjefni,25,Adelaide[c],Day 18,Walked (Day 19),
AU,4,Vakoo Kauapirua,27,Sydney,Day 12,Dumped (Day 17),
AU,4,Ben Gleeson,25,Sydney,Day 14,Dumped (Day 16),
AU,4,Layla John,20,Melbourne,Day 1,Dumped (Day 14),
AU,4,Conor Howard,26,Sydney,Day 1,Dumped (Day 10),
AU,4,Holly Oakes-Ferguson,25,Brisbane,Day 1,Dumped (Day 10),
AU,4,Andre Coutinho,24,Perth,Day 1,Dumped (Day 5),
AU,5,Kale Roberts,25,Gold Coast,Day 4,Dumped (Day 13),
AU,5,Kale Roberts,25,Gold Coast,Day 16,Winner (Day 29),
AU,5,Tyra Johannes,23,Sunshine Coast,Day 1,Winner (Day 29),
AU,5,Clint Posselt,28,Sunshine Coast,Day 21,Runner-up (Day 29),
AU,5,Savannah Badger,26,Adelaide,Day 1,Runner-up (Day 29),
AU,5,Lucinda Strafford,23,"Brighton, UK",Day 2,Runner-up (Day 29),
AU,5,Zac Nunns,25,Melbourne,Day 1,Runner-up (Day 29),
AU,5,Chloe Jackson,23,Sydney,Day 17,Dumped (Day 28),
AU,5,Reid Polak,26,Gold Coast,Day 3,Dumped (Day 28),
AU,5,Georgia Murray,21,Penrith,Day 11,Dumped (Day 27),
AU,5,Nate Page,24,Sydney,Day 1,Dumped (Day 27),
AU,5,Andy Cosgrove,27,"Seattle, U.S.",Day 13,Dumped (Day 25),
AU,5,Harmony Johnson,23,Sydney,Day 21,Dumped (Day 25),
AU,5,Nakia Pires,21,Adelaide,Day 1,Dumped (Day 25),
AU,5,Trent Woolman,25,Melbourne,Day 1,Dumped (Day 22),
AU,5,Tasia Hafenstein,24,Brisbane,Day 15,Dumped (Day 19),
AU,5,Abby Miller,23,Sydney,Day 7,Dumped (Day 18),
AU,5,Seb Williams,24,Melbourne,Day 15,Dumped (Day 18),
AU,5,Aidan Knox,29,Sydney,Day 10,Dumped (Day 16),
AU,5,Ryan Craig-Turner,28,Wollongong,Day 10,Dumped (Day 12),
AU,5,Tia Gregory,24,Canberra,Day 1,Dumped (Day 12),
AU,5,Ben Richardson,22,Sydney,Day 1,Dumped (Day 11),
AU,5,Kirra Schofield,26,Perth,Day 1,Dumped (Day 9),
AU,5,Ollie Lawson,24,Perth,Day 1,Dumped (Day 6),
AU,6,Em Miguel Leigh,27,Sydney,Day 1,Winner (Day 25),
AU,6,Mercedes Knox,28,"Dallas, U.S.",Day 10,Winner (Day 25),
AU,6,Eric Gracia,26,Sydney,Day 18,Runner-up (Day 25),
AU,6,Kaylah Holmes,22,Manly,Day 9,Runner-up (Day 25),
AU,6,Mia Dalkos,23,Adelaide,Day 13,Runner-up (Day 25),
AU,6,Niko Fotopoulos,28,Sydney,Day 1,Runner-up (Day 25),
AU,6,Dylan Towolawi,25,"Galway, Ireland",Day 1,Dumped (Day 24),
AU,6,Sophie Mills,22,Queensland,Day 4,Dumped (Day 24),
AU,6,Hannah Steinfeld,24,Melbourne,Day 1,Dumped (Day 14),
AU,6,Hannah Steinfeld,24,Melbourne,Day 16,Dumped (Day 24),
AU,6,Taylor Reid,28,Melbourne,Day 1,Dumped (Day 24),
AU,6,Mimi Paranihi,25,Sydney,Day 1,Dumped (Day 23),
AU,6,"Stephane ""Steph"" Blackos",25,"Paris, France",Day 6,Dumped (Day 23),
AU,6,Jade Phalen,21,Brisbane,Day 18,Dumped (Day 21),
AU,6,Zane Prophet,24,Gold Coast,Day 1,Dumped (Day 21),
AU,6,Krissy Bertone,25,Perth,Day 9,Dumped (Day 16),
AU,6,Tommy Armour,24,Gold Coast,Day 8,Walked (Day 12),
AU,6,Sydney Paight,25,"Los Angeles, U.S.",Day 6,Dumped (Day 11),
AU,6,Xanthe Wessen,21,Sydney,Day 1,Dumped (Day 10),
AU,6,Indigo Carthew,23,Cairns,Day 1,Dumped (Day 8),
AU,6,Eilisha Purcell,25,Brisbane,Day 1,Dumped (Day 5),
AU,6,Kane Godlevsky,23,Gold Coast,Day 1,Dumped (Day 3),
